balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
34,no,no,66,3,unknown,0,133,40,technician,single,secondary,3634680,M
3383,yes,no,119,1,unknown,0,327,38,blue-collar,married,primary,4807520,M
563,yes,no,142,12,failure,0,183,41,blue-collar,married,secondary,4280397,M
71,yes,no,64,1,unknown,0,324,41,management,married,secondary,1634084,F
235,yes,no,525,1,unknown,1,447,33,admin.,single,tertiary,1925536,F
3383,no,no,94,7,unknown,0,356,38,self-employed,married,secondary,4488630,M
303,yes,no,355,1,success,1,141,33,technician,married,secondary,1897807,M
185,yes,no,84,2,unknown,0,135,47,admin.,married,secondary,2680322,M
2206,no,no,260,1,success,1,406,54,blue-collar,married,secondary,1006153,F
447,yes,no,85,1,unknown,0,447,43,blue-collar,divorced,secondary,1137087,M
2301,no,no,118,2,unknown,0,207,60,technician,married,primary,1652660,F
488,no,yes,178,2,unknown,0,490,41,admin.,married,secondary,1559546,M
18,no,no,121,11,unknown,0,308,30,management,single,tertiary,496070,F
186,no,no,418,2,unknown,0,101,32,technician,married,secondary,1320377,F
86,yes,no,364,1,unknown,0,119,33,blue-collar,married,secondary,4721114,F
2433,no,no,81,1,unknown,0,229,45,technician,married,secondary,2514024,M
2784,yes,no,153,1,failure,0,336,27,student,single,secondary,2541037,F
0,yes,no,273,2,failure,0,150,36,blue-collar,married,secondary,3110366,M
2374,no,no,143,2,unknown,0,184,42,blue-collar,married,secondary,1170498,M
1604,yes,no,267,5,unknown,0,257,50,blue-collar,married,secondary,4585605,M
259,no,no,316,2,unknown,0,400,34,technician,divorced,secondary,2089826,F
1301,yes,no,184,2,unknown,0,164,33,self-employed,married,tertiary,4059746,M
64,no,no,586,1,unknown,1,358,49,management,married,tertiary,2790818,M
0,yes,no,172,1,unknown,0,140,30,services,divorced,secondary,743532,F
1388,yes,no,157,3,unknown,0,198,29,management,single,tertiary,676316,M
811,yes,no,591,2,unknown,0,234,27,technician,married,secondary,1572104,F
3383,no,no,86,1,unknown,0,479,49,management,divorced,tertiary,4462162,M
163,no,no,83,3,unknown,0,118,57,management,married,tertiary,3942551,M
385,no,no,242,1,failure,1,200,39,technician,divorced,secondary,1722977,M
2665,yes,no,112,1,other,0,296,41,management,married,tertiary,1425960,M
0,no,no,130,1,unknown,0,172,56,self-employed,married,secondary,2091423,M
50,no,no,147,2,unknown,0,382,39,blue-collar,married,primary,1580113,M
169,no,yes,172,5,unknown,0,258,43,housemaid,married,primary,531283,F
20,yes,no,131,2,unknown,0,172,33,technician,single,secondary,2268748,M
0,yes,yes,257,5,unknown,0,414,42,technician,married,secondary,4905808,M
71,yes,no,293,5,unknown,0,187,47,retired,married,secondary,2022894,M
190,yes,no,47,3,unknown,0,234,35,admin.,married,secondary,2659773,M
1490,yes,no,177,1,failure,0,256,51,technician,married,secondary,3333114,M
313,yes,no,479,1,unknown,0,383,35,entrepreneur,married,secondary,4906061,M
2076,no,yes,178,1,other,0,404,31,admin.,single,secondary,944552,M
1700,yes,no,178,12,unknown,0,231,57,services,married,primary,3285647,F
3383,yes,no,563,1,unknown,0,375,36,self-employed,married,secondary,3864538,M
436,yes,no,138,3,other,0,497,30,technician,married,secondary,3888561,F
11,yes,yes,643,3,unknown,1,188,26,blue-collar,married,secondary,2737604,M
3383,no,no,253,21,unknown,1,328,28,technician,single,tertiary,3453401,M
1179,yes,no,136,1,failure,0,448,42,housemaid,single,primary,1693968,M
1437,yes,no,94,1,unknown,0,467,43,blue-collar,married,secondary,250495,F
1596,yes,no,195,2,unknown,0,476,30,self-employed,married,tertiary,4229024,M
3383,no,yes,71,1,unknown,0,474,32,management,married,tertiary,1146670,M
354,no,no,169,10,unknown,0,160,43,management,married,tertiary,598517,M
1577,yes,no,643,2,other,0,192,57,services,married,secondary,2037132,M
187,no,no,255,1,success,1,406,28,management,single,tertiary,1589171,M
388,yes,no,58,1,failure,0,499,32,technician,single,tertiary,4745653,M
322,yes,no,266,4,unknown,0,222,33,admin.,single,secondary,3997705,F
598,no,no,643,1,success,1,492,24,technician,single,secondary,2592086,M
2907,yes,no,150,1,unknown,0,431,29,management,single,tertiary,703748,F
1158,yes,no,236,6,other,0,195,43,management,married,tertiary,4165463,M
859,yes,no,249,3,unknown,0,371,30,management,married,tertiary,2370477,M
964,yes,yes,201,1,unknown,0,241,49,management,married,tertiary,4221869,F
4,yes,no,517,2,unknown,0,250,59,retired,divorced,tertiary,1008100,M
3136,yes,no,643,1,unknown,1,373,32,blue-collar,married,primary,3879759,F
267,yes,no,192,1,unknown,0,459,35,management,married,tertiary,1234080,M
168,no,no,193,2,unknown,1,404,31,self-employed,married,tertiary,2043449,M
0,no,no,643,1,unknown,1,442,66,technician,married,secondary,4926768,F
1319,no,no,37,2,unknown,0,493,52,blue-collar,married,secondary,1919552,M
113,yes,yes,614,2,unknown,0,490,56,retired,married,secondary,2014989,F
484,yes,no,48,2,unknown,0,311,26,blue-collar,married,secondary,3383980,M
315,no,no,591,1,failure,1,214,59,management,married,tertiary,3684225,F
746,no,no,305,1,unknown,0,414,32,services,single,secondary,2083293,F
16,no,no,200,3,unknown,0,290,57,management,married,tertiary,1623508,M
355,no,no,340,1,unknown,0,378,37,management,married,tertiary,1410952,F
3383,yes,yes,599,4,failure,0,375,37,technician,married,secondary,2615929,F
516,yes,yes,26,1,unknown,0,381,34,blue-collar,married,secondary,1986072,M
819,yes,no,114,2,unknown,1,364,32,management,single,tertiary,1231249,F
2785,yes,no,643,1,unknown,0,318,53,blue-collar,married,secondary,1412225,M
985,yes,no,643,1,failure,1,384,31,technician,single,tertiary,3303082,F
0,no,no,11,16,unknown,0,391,31,management,single,tertiary,2818102,M
1501,yes,no,316,1,unknown,0,186,29,admin.,single,tertiary,4050140,F
207,no,no,211,1,unknown,0,485,55,management,divorced,tertiary,1403067,M
3383,yes,no,106,1,unknown,1,115,35,self-employed,married,tertiary,2393816,F
972,no,no,613,2,unknown,0,482,49,technician,divorced,secondary,2781855,M
16,yes,no,54,3,unknown,0,170,27,admin.,married,secondary,3585860,M
636,no,no,416,2,unknown,0,142,47,technician,married,secondary,2334351,M
207,yes,no,39,1,unknown,0,291,40,management,married,tertiary,2440438,M
0,no,no,643,1,unknown,0,426,59,retired,married,primary,949107,F
30,no,no,643,1,unknown,0,212,41,technician,single,secondary,2643055,M
3015,yes,no,643,2,unknown,0,120,35,blue-collar,married,secondary,2676172,F
753,no,no,187,4,unknown,0,286,35,entrepreneur,married,tertiary,3287543,F
3383,no,no,193,1,success,1,494,55,admin.,married,secondary,986021,F
420,no,no,586,2,unknown,0,121,32,technician,single,secondary,1866153,M
868,no,no,452,2,unknown,0,359,38,entrepreneur,married,secondary,3421364,M
3383,no,no,460,1,success,1,450,43,management,divorced,secondary,1619171,F
25,yes,no,109,2,unknown,0,396,28,admin.,single,secondary,2847835,M
0,no,no,113,4,unknown,0,268,33,technician,married,secondary,1063386,M
1098,no,no,99,3,other,0,346,46,management,married,secondary,3803035,F
302,yes,no,116,1,other,0,236,29,blue-collar,divorced,secondary,4928911,F
2374,yes,yes,212,2,unknown,0,341,33,management,married,tertiary,4721519,F
3383,yes,no,96,2,unknown,0,197,58,management,married,tertiary,3699907,M
0,no,no,238,2,unknown,0,300,36,blue-collar,married,primary,3909456,F
659,yes,no,311,1,unknown,0,150,33,management,single,tertiary,840485,F
1459,no,no,82,1,unknown,0,457,41,blue-collar,married,secondary,280953,M
315,no,no,240,1,unknown,0,181,49,entrepreneur,divorced,tertiary,1369500,M
122,no,no,277,1,unknown,0,350,35,technician,married,tertiary,2432794,M
950,yes,no,135,3,unknown,0,179,29,blue-collar,single,primary,2082592,M
1076,no,no,69,6,unknown,0,352,38,services,single,secondary,4737568,M
297,yes,no,357,2,unknown,0,375,31,admin.,married,secondary,2135936,M
9,yes,no,112,3,unknown,0,327,36,blue-collar,married,tertiary,1401281,M
1379,no,no,68,1,unknown,0,329,53,admin.,married,tertiary,2422092,F
294,no,no,165,3,unknown,1,377,44,management,married,primary,2622493,F
639,no,no,69,12,unknown,0,495,44,management,single,tertiary,3254196,F
538,no,yes,233,1,failure,0,291,32,services,married,secondary,486917,M
95,no,no,119,8,unknown,0,400,34,technician,single,secondary,1410612,M
2015,yes,no,449,2,unknown,0,370,49,blue-collar,married,secondary,4461785,F
973,no,no,318,1,success,1,338,63,technician,married,secondary,3123534,M
3383,no,yes,133,1,unknown,0,220,34,technician,single,secondary,2358275,M
31,yes,no,50,1,failure,0,237,47,admin.,married,primary,2098389,M
530,yes,no,94,2,unknown,0,198,33,management,married,tertiary,402986,M
1674,no,no,12,10,failure,0,483,39,technician,single,tertiary,3960651,M
598,no,no,126,1,failure,0,154,27,student,single,secondary,3093378,F
1072,yes,no,643,2,unknown,0,488,39,management,married,secondary,551758,F
39,yes,no,104,2,unknown,0,457,32,blue-collar,married,secondary,279808,M
816,no,no,100,2,unknown,0,319,31,technician,single,secondary,3862194,M
1121,yes,no,176,2,unknown,0,128,56,services,married,secondary,265116,M
138,no,no,141,2,unknown,0,108,33,entrepreneur,single,tertiary,4151878,F
3383,no,no,122,1,unknown,0,432,59,blue-collar,married,primary,3357769,M
135,yes,no,245,1,failure,0,277,29,entrepreneur,single,tertiary,3979589,M
3383,no,no,297,3,unknown,0,204,36,entrepreneur,married,tertiary,4405372,F
16,no,no,79,1,unknown,0,263,42,housemaid,married,primary,658924,M
7,yes,no,84,1,other,0,379,22,blue-collar,single,secondary,1149328,M
58,no,no,144,2,unknown,0,453,33,blue-collar,married,secondary,2994952,M
251,yes,no,146,3,failure,0,148,37,blue-collar,married,secondary,686041,F
196,yes,no,91,7,unknown,0,325,30,blue-collar,single,secondary,717451,M
717,yes,no,152,6,unknown,0,227,42,services,married,secondary,3005774,M
201,yes,no,69,1,success,0,471,41,blue-collar,married,primary,2462598,M
168,yes,no,238,2,unknown,0,186,33,technician,married,secondary,2344410,F
448,yes,yes,98,1,unknown,0,248,54,blue-collar,married,secondary,2021352,F
0,no,no,159,2,success,0,187,54,technician,married,secondary,3377131,F
694,yes,no,44,1,unknown,0,230,39,blue-collar,married,primary,3905108,M
1519,no,no,230,1,success,1,211,42,management,married,secondary,712419,F
80,yes,no,614,2,unknown,0,368,32,blue-collar,married,primary,4671165,M
1097,no,no,181,1,unknown,1,254,83,retired,divorced,primary,1269409,M
171,yes,yes,292,1,unknown,0,100,45,admin.,married,secondary,3422633,M
192,no,no,112,2,unknown,0,393,25,blue-collar,single,secondary,3588298,F
2263,no,no,643,2,unknown,1,133,48,management,divorced,tertiary,3967188,M
3383,no,no,169,2,unknown,0,247,43,unemployed,married,secondary,2347148,F
121,no,no,210,6,unknown,0,385,33,technician,single,secondary,4279435,F
3383,no,no,62,3,failure,0,180,49,housemaid,married,secondary,4748700,M
3383,no,yes,643,3,unknown,1,481,52,blue-collar,married,secondary,3306925,M
51,no,no,430,1,unknown,1,497,43,management,divorced,secondary,2975548,F
569,yes,no,265,1,failure,0,474,36,technician,married,secondary,3247460,M
86,no,no,64,1,unknown,0,461,55,management,married,tertiary,4008124,M
2975,no,no,643,2,unknown,1,239,25,student,single,secondary,2254477,F
425,yes,no,96,2,unknown,0,364,31,entrepreneur,married,tertiary,3875232,M
3383,no,yes,63,2,unknown,0,175,40,admin.,single,secondary,3201785,M
332,yes,no,190,2,failure,0,337,37,management,married,tertiary,4411321,M
1182,yes,no,118,2,failure,0,446,54,housemaid,married,secondary,2011035,M
55,no,yes,19,17,unknown,0,314,55,technician,married,secondary,4831915,F
1532,no,no,286,3,unknown,0,427,57,retired,married,primary,222298,M
194,yes,no,74,3,other,0,398,30,services,single,secondary,403236,M
454,yes,no,114,1,unknown,0,172,48,technician,married,secondary,3482223,F
247,no,no,625,6,unknown,1,405,37,technician,married,tertiary,716296,F
61,no,yes,75,1,unknown,0,151,56,technician,married,secondary,2560669,F
426,yes,no,59,3,unknown,0,234,36,blue-collar,married,secondary,2276062,M
534,no,no,643,1,failure,1,141,35,admin.,divorced,secondary,2776915,F
3383,yes,no,76,1,unknown,0,188,32,services,married,secondary,1048470,M
3383,no,no,44,1,unknown,0,492,59,blue-collar,divorced,secondary,4182059,F
3383,yes,no,123,2,unknown,0,160,34,technician,married,secondary,2814824,M
95,no,no,255,2,unknown,0,224,28,entrepreneur,single,tertiary,1257626,F
0,yes,yes,154,2,unknown,0,204,33,technician,married,secondary,4361621,M
0,yes,no,137,1,unknown,0,219,37,admin.,single,secondary,1772791,F
153,no,no,72,2,failure,0,108,51,technician,married,secondary,1597244,M
762,yes,yes,40,6,failure,0,371,39,services,married,secondary,816444,M
28,yes,no,101,1,unknown,0,266,31,services,married,secondary,361444,M
3,no,yes,140,4,unknown,0,463,26,services,single,secondary,1819953,F
3383,no,no,154,2,success,1,341,40,blue-collar,married,secondary,331032,F
0,yes,yes,163,2,unknown,0,445,33,technician,married,secondary,1790665,F
1331,yes,no,286,2,unknown,0,143,32,blue-collar,married,secondary,3036938,M
3383,no,no,135,1,other,1,247,81,retired,married,primary,1235992,F
739,yes,no,95,1,unknown,0,169,56,blue-collar,single,primary,1436145,F
2153,no,no,181,2,unknown,0,334,36,services,married,secondary,3972962,M
1397,yes,no,114,4,unknown,0,158,35,blue-collar,married,secondary,1116336,M
342,yes,yes,84,1,unknown,0,346,46,technician,married,tertiary,2726846,F
16,yes,no,250,1,unknown,0,192,37,blue-collar,married,secondary,490893,M
181,yes,no,130,4,unknown,0,312,35,management,single,tertiary,3363223,M
282,yes,no,70,4,unknown,0,292,40,technician,single,secondary,848621,M
278,no,no,95,4,unknown,0,258,44,management,married,tertiary,3331572,F
25,no,no,121,2,unknown,0,482,43,housemaid,married,primary,632731,F
0,yes,no,168,1,unknown,0,413,27,technician,single,secondary,2047397,F
849,no,no,94,1,unknown,0,120,31,technician,single,tertiary,3910977,M
671,yes,no,57,2,failure,0,475,59,self-employed,married,primary,4212283,M
1506,no,no,101,3,success,0,311,37,management,married,primary,514817,M
275,no,no,295,2,failure,0,154,42,technician,married,primary,1783433,F
466,no,no,151,2,unknown,0,487,54,retired,single,primary,4705647,M
630,yes,no,28,2,unknown,0,168,37,technician,divorced,secondary,2361638,M
220,yes,no,203,1,unknown,0,250,46,technician,married,secondary,2399963,M
3383,no,no,113,2,unknown,0,353,39,management,single,tertiary,4788230,F
14,yes,yes,429,1,unknown,0,372,32,technician,single,secondary,4752322,F
2137,yes,no,124,1,unknown,0,499,35,admin.,married,secondary,2009298,F
2687,no,no,58,3,unknown,0,162,36,management,married,tertiary,1143575,F
2820,no,no,154,1,failure,1,422,68,retired,married,tertiary,4218630,F
143,yes,no,93,2,failure,0,392,39,technician,single,secondary,505584,F
0,no,no,39,1,unknown,0,393,28,unemployed,single,tertiary,4323190,F
1545,yes,no,426,3,failure,0,402,42,services,married,secondary,1385056,M
149,yes,no,367,4,unknown,0,338,29,student,married,tertiary,212824,F
557,yes,no,111,1,unknown,0,386,31,management,married,tertiary,3858751,M
837,yes,no,301,2,unknown,0,395,33,services,married,secondary,3617000,M
109,yes,no,419,1,unknown,0,252,31,technician,single,secondary,1706681,M
173,no,no,342,4,unknown,0,393,33,technician,single,secondary,1808224,M
1119,no,no,283,1,unknown,0,222,55,entrepreneur,divorced,tertiary,730349,F
2,yes,yes,379,5,unknown,1,414,29,blue-collar,single,secondary,3055044,M
76,no,yes,50,4,unknown,0,450,25,blue-collar,single,secondary,3044761,F
523,yes,no,327,2,unknown,0,195,42,unemployed,married,secondary,730486,M
244,yes,yes,118,1,unknown,0,151,35,admin.,married,secondary,985815,M
101,yes,no,275,1,unknown,0,462,41,unemployed,married,primary,4632598,F
196,yes,no,119,3,unknown,0,439,52,blue-collar,divorced,primary,2565396,F
137,no,no,385,9,unknown,0,452,31,blue-collar,divorced,tertiary,3661582,F
121,yes,no,50,1,unknown,0,328,58,retired,married,primary,1122246,F
390,yes,no,175,1,failure,0,420,30,admin.,single,secondary,2765155,M
844,no,no,551,2,unknown,1,113,28,student,single,tertiary,1620549,F
3383,no,no,54,1,unknown,0,195,55,retired,married,primary,2986906,F
332,yes,no,342,2,unknown,0,445,37,technician,married,secondary,1286938,M
3383,yes,no,132,1,unknown,0,425,27,admin.,married,secondary,1949004,M
24,yes,no,88,1,failure,0,318,36,entrepreneur,married,secondary,1336979,M
1068,yes,no,444,1,failure,0,125,42,entrepreneur,married,tertiary,4568177,M
616,no,no,293,2,success,1,110,56,management,married,tertiary,1336471,M
2770,no,yes,158,1,unknown,0,362,57,management,married,tertiary,4644699,F
319,yes,yes,134,4,unknown,0,167,34,blue-collar,married,primary,2973797,M
1560,yes,no,9,2,failure,0,268,38,admin.,single,secondary,4760081,M
139,yes,no,412,5,unknown,0,445,37,blue-collar,married,secondary,2889253,F
3383,no,no,643,2,failure,1,158,63,management,married,tertiary,4972804,F
67,no,yes,269,4,unknown,0,170,49,blue-collar,married,primary,4956501,F
2489,no,no,323,2,other,1,390,27,management,single,tertiary,1972787,M
0,no,no,214,1,unknown,0,357,59,technician,married,secondary,2235833,F
0,yes,no,226,6,unknown,0,192,44,blue-collar,married,primary,2265334,M
179,no,no,230,3,unknown,0,250,57,blue-collar,married,primary,1282501,M
297,yes,no,92,4,failure,0,451,34,admin.,married,secondary,383143,F
768,no,no,82,3,unknown,0,281,52,blue-collar,married,primary,1838660,M
1127,yes,no,13,1,unknown,0,304,30,blue-collar,married,primary,3270766,M
791,yes,no,103,2,unknown,0,170,56,admin.,single,secondary,3479047,M
198,yes,no,643,3,unknown,1,350,32,services,single,secondary,4444974,F
121,yes,yes,80,2,unknown,0,248,38,blue-collar,married,secondary,2937235,M
2610,yes,yes,181,6,unknown,0,102,50,blue-collar,married,primary,1188035,F
11,no,no,643,2,unknown,0,226,31,technician,married,tertiary,2221756,M
326,yes,no,124,1,failure,0,318,40,services,single,secondary,3299264,M
3304,no,yes,90,7,unknown,0,221,54,housemaid,married,primary,1567291,F
2378,yes,no,65,1,unknown,0,127,40,admin.,single,secondary,2111910,M
44,no,yes,90,9,unknown,0,337,46,blue-collar,married,primary,3841028,M
3383,yes,no,68,2,unknown,0,484,44,technician,single,secondary,4099057,F
890,no,no,531,3,unknown,0,176,64,retired,divorced,tertiary,2053696,F
322,yes,no,87,4,unknown,0,458,41,admin.,blue-collar,secondary,3128741,F
21,no,no,118,3,unknown,0,185,56,entrepreneur,married,tertiary,2621110,M
110,yes,no,27,1,unknown,0,237,24,services,married,secondary,2139653,M
1602,yes,no,215,3,unknown,0,465,38,management,single,tertiary,1292812,M
638,yes,yes,83,2,unknown,0,342,39,blue-collar,married,secondary,1641330,M
56,yes,yes,247,2,unknown,0,179,38,blue-collar,single,secondary,3489457,M
444,no,no,143,1,other,0,102,37,blue-collar,married,secondary,2486939,F
849,yes,no,289,5,unknown,0,176,32,technician,single,tertiary,2925938,F
2,no,no,413,1,unknown,0,173,45,unemployed,married,primary,4154866,M
557,yes,no,80,4,unknown,0,400,45,technician,married,secondary,4889868,M
27,yes,no,254,1,unknown,0,447,46,blue-collar,married,secondary,747072,M
883,yes,no,95,1,other,0,287,38,admin.,single,secondary,2461103,M
935,no,no,385,2,success,1,299,33,management,single,tertiary,3642093,F
973,yes,no,156,2,unknown,0,410,30,services,married,secondary,2275387,M
475,yes,yes,290,1,unknown,0,448,59,blue-collar,married,secondary,924057,M
191,no,no,76,3,unknown,0,341,43,technician,divorced,secondary,3466796,M
1687,yes,no,14,3,other,0,442,42,blue-collar,married,primary,3104662,M
71,no,no,233,1,unknown,0,145,32,unemployed,single,secondary,260202,M
349,yes,no,186,4,unknown,0,412,56,self-employed,married,tertiary,4068310,M
3383,no,no,150,1,unknown,0,264,31,management,single,tertiary,1713452,M
0,no,no,320,1,unknown,0,478,60,technician,married,tertiary,1866971,M
110,no,yes,90,2,unknown,0,173,27,admin.,single,secondary,3046952,M
937,no,no,405,1,failure,0,352,34,management,married,tertiary,2050858,M
0,no,no,233,1,unknown,0,461,38,blue-collar,married,secondary,1716521,M
140,yes,no,65,3,unknown,0,269,41,management,married,tertiary,4315054,M
3383,no,no,251,1,success,1,233,54,technician,married,secondary,1260019,M
569,no,no,121,3,unknown,0,289,35,management,married,tertiary,2161541,M
377,no,no,7,1,unknown,0,136,23,management,single,tertiary,4713055,F
45,yes,no,68,1,other,0,402,32,admin.,single,secondary,1111146,M
1576,yes,yes,253,3,unknown,0,413,40,management,married,secondary,4437101,M
484,yes,no,205,3,success,1,327,33,technician,married,secondary,2475198,F
3383,yes,no,220,1,success,0,448,57,retired,married,secondary,4443792,M
7,yes,yes,125,3,unknown,0,386,28,blue-collar,single,secondary,4475513,M
240,yes,no,166,4,unknown,0,416,27,blue-collar,single,secondary,3232339,F
594,no,no,190,1,unknown,0,236,60,technician,married,secondary,1102872,F
3383,no,no,272,1,unknown,0,365,55,self-employed,married,secondary,2015320,M
3149,yes,no,69,1,other,0,401,50,technician,married,secondary,1093037,F
60,no,no,487,2,other,0,270,43,blue-collar,married,primary,1353675,F
29,no,no,259,8,unknown,0,150,43,services,married,primary,3601976,F
170,yes,yes,492,1,unknown,0,469,28,admin.,married,secondary,0,M
640,yes,no,108,2,failure,1,393,46,blue-collar,married,secondary,2932980,M
604,yes,no,235,1,unknown,0,252,36,blue-collar,married,secondary,4349531,M
1029,yes,no,165,1,unknown,0,329,57,retired,divorced,secondary,2698500,M
3383,no,no,301,5,other,1,496,74,retired,divorced,primary,2188029,M
3383,no,no,68,8,unknown,0,422,54,retired,married,tertiary,2389541,M
698,yes,no,223,2,unknown,0,398,40,technician,married,secondary,3320094,M
723,yes,yes,636,1,unknown,0,423,52,management,divorced,tertiary,1698387,M
242,no,no,120,2,success,1,357,46,management,married,tertiary,2950437,M
3158,no,yes,142,1,unknown,0,497,32,management,married,tertiary,2513066,F
0,yes,no,295,3,other,0,220,32,blue-collar,married,primary,4599185,M
3383,no,no,51,36,unknown,0,198,57,retired,married,primary,2129664,M
1993,yes,yes,174,1,other,0,382,36,blue-collar,married,primary,4739352,M
454,yes,yes,28,18,unknown,0,326,26,unemployed,married,tertiary,599902,F
534,no,no,104,6,unknown,0,314,45,blue-collar,married,secondary,2967131,M
3018,yes,no,93,1,unknown,0,428,49,blue-collar,single,primary,3718296,F
113,yes,yes,230,3,unknown,0,128,30,housemaid,married,tertiary,1725750,M
111,no,no,29,13,unknown,0,285,54,admin.,married,secondary,1148124,M
914,no,no,131,2,unknown,0,150,27,admin.,single,secondary,4447242,F
437,yes,no,120,3,failure,0,464,42,admin.,married,secondary,728655,M
3383,no,no,181,3,unknown,1,417,52,management,married,tertiary,1551117,M
216,no,no,152,2,unknown,0,187,41,housemaid,married,primary,2182923,M
1529,no,no,160,1,unknown,0,369,45,management,married,tertiary,4145778,M
463,no,no,374,4,unknown,0,317,30,unemployed,single,tertiary,4303547,F
497,yes,yes,260,1,unknown,0,422,45,self-employed,married,tertiary,1589832,M
0,no,no,565,1,unknown,1,425,54,admin.,married,secondary,2143830,M
1730,yes,no,489,1,failure,1,357,48,blue-collar,married,secondary,470949,M
678,no,yes,115,3,unknown,0,389,28,management,single,tertiary,4222492,F
499,yes,no,328,1,unknown,0,485,35,blue-collar,married,secondary,2777144,M
866,yes,no,344,1,unknown,0,376,36,blue-collar,married,secondary,3408860,M
43,no,no,212,2,unknown,0,280,51,retired,divorced,primary,4864064,M
89,yes,no,341,1,unknown,0,288,33,services,married,secondary,3209519,M
0,no,no,128,2,unknown,0,147,50,management,divorced,tertiary,1221106,F
3383,yes,no,144,2,unknown,0,419,33,management,single,tertiary,283923,F
771,yes,no,262,2,failure,0,337,37,blue-collar,married,secondary,4132707,F
906,yes,no,289,9,unknown,0,335,48,management,single,tertiary,4051719,M
3383,yes,no,393,4,other,1,419,35,technician,married,secondary,3936790,M
1947,no,no,441,2,unknown,0,230,56,retired,married,primary,1424239,M
1655,yes,no,155,2,unknown,0,474,36,management,divorced,secondary,3342131,F
0,no,no,64,2,unknown,0,300,35,self-employed,married,secondary,2395641,M
0,yes,no,444,6,unknown,0,108,27,blue-collar,married,secondary,3242495,F
789,yes,yes,93,1,other,0,289,37,management,married,tertiary,1643214,F
2526,yes,no,25,8,unknown,0,166,32,blue-collar,married,secondary,1693176,F
0,yes,no,142,3,failure,0,449,36,management,married,tertiary,3044479,F
3383,yes,no,22,3,unknown,0,258,33,unemployed,single,tertiary,4414936,M
774,yes,yes,93,1,unknown,0,447,31,admin.,married,secondary,3166637,M
1216,yes,no,52,1,unknown,0,473,40,self-employed,married,secondary,2994662,M
1052,yes,yes,335,1,unknown,0,227,41,blue-collar,married,primary,4056233,M
1047,no,no,173,3,success,1,231,60,unemployed,married,secondary,805712,F
559,yes,no,236,1,unknown,0,250,28,unemployed,single,secondary,2359356,M
372,no,no,280,4,unknown,0,409,57,technician,divorced,secondary,3072241,M
3383,yes,yes,361,2,unknown,0,308,52,self-employed,married,secondary,1088278,M
368,yes,no,151,1,unknown,0,346,29,technician,single,secondary,1035471,M
43,yes,no,179,2,unknown,0,158,29,admin.,single,secondary,2300719,F
192,no,no,119,4,unknown,0,440,57,technician,married,secondary,4105266,M
0,no,no,195,1,unknown,0,397,34,blue-collar,married,secondary,4019487,F
1745,yes,no,374,4,unknown,0,134,56,entrepreneur,single,tertiary,914273,M
396,no,no,382,3,unknown,0,290,33,unemployed,single,primary,3727339,F
199,yes,no,532,1,unknown,0,390,54,unemployed,single,primary,3339271,M
138,yes,no,191,5,unknown,0,271,34,management,single,tertiary,4109532,F
1282,yes,no,346,3,other,0,445,30,admin.,single,secondary,4728703,M
99,no,no,220,2,failure,0,479,40,technician,married,tertiary,1680594,M
3383,yes,yes,53,1,failure,0,254,45,technician,single,secondary,4887599,F
568,yes,no,119,2,failure,0,449,35,blue-collar,married,secondary,1816290,M
328,yes,no,65,12,unknown,0,203,41,management,married,tertiary,534805,F
190,no,no,11,7,unknown,0,244,49,management,married,tertiary,3299912,M
21,no,yes,507,1,unknown,0,250,31,services,single,secondary,2392500,F
182,yes,no,145,1,unknown,0,310,32,services,single,secondary,2566915,F
0,no,no,78,1,unknown,0,360,51,admin.,married,secondary,2818964,M
3383,yes,no,51,1,unknown,0,456,34,admin.,single,tertiary,3101402,F
104,no,no,297,2,unknown,0,464,57,technician,single,secondary,4074126,M
260,yes,no,643,14,unknown,1,117,29,blue-collar,single,secondary,914076,F
3383,no,no,77,5,unknown,0,230,48,management,married,tertiary,4637932,F
3383,no,no,140,4,unknown,0,146,34,technician,married,tertiary,2282972,F
1307,no,no,294,2,unknown,0,178,38,technician,divorced,tertiary,1628548,M
118,yes,no,208,2,unknown,0,144,45,technician,married,secondary,4548774,M
3383,no,yes,79,2,unknown,0,430,55,blue-collar,married,primary,4233952,M
381,no,no,227,1,unknown,1,473,22,student,single,secondary,3696016,M
479,no,no,83,2,unknown,0,171,45,admin.,divorced,secondary,1219823,M
395,no,no,174,3,unknown,0,417,31,services,married,secondary,4322421,F
28,yes,no,85,3,unknown,0,160,52,blue-collar,married,primary,1632283,M
94,yes,no,90,1,unknown,0,314,40,self-employed,single,tertiary,2760733,M
2113,no,no,33,2,unknown,0,205,43,blue-collar,married,primary,4151180,M
113,yes,yes,532,1,unknown,0,244,48,admin.,married,secondary,4971469,M
11,yes,no,43,1,unknown,0,153,40,unemployed,single,secondary,3281368,M
3383,yes,yes,82,3,unknown,0,355,27,housemaid,married,secondary,4767180,M
1317,yes,no,239,1,unknown,0,301,34,technician,divorced,tertiary,3196531,F
781,yes,no,103,2,unknown,0,369,54,blue-collar,married,primary,4110061,M
927,yes,no,239,2,failure,0,108,41,blue-collar,divorced,secondary,2241986,M
2020,no,yes,250,2,unknown,0,299,59,management,married,tertiary,3135337,M
1797,yes,no,168,1,unknown,0,399,51,blue-collar,married,secondary,2379775,F
