,balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
2675,15,yes,no,247,3,unknown,0,412,33,management,married,secondary,4656241,M
2676,926,yes,no,291,2,unknown,0,165,60,retired,married,secondary,640548,M
2677,693,yes,no,187,2,unknown,0,204,42,services,married,secondary,985492,M
2678,3383,yes,no,194,2,unknown,0,421,44,management,single,tertiary,1284362,F
2679,1300,yes,no,379,2,unknown,0,403,50,management,single,tertiary,2972696,M
2680,2626,no,no,151,2,unknown,0,193,54,retired,married,secondary,4742816,F
2681,44,yes,no,166,4,unknown,0,126,29,admin.,single,secondary,4653407,M
2682,593,no,no,64,2,unknown,0,172,59,self-employed,married,tertiary,4544607,M
2683,511,yes,no,232,4,unknown,0,140,37,technician,married,secondary,3273183,F
2684,493,yes,no,643,7,unknown,0,188,55,retired,married,secondary,497084,M
2685,599,yes,no,322,3,unknown,0,143,53,retired,divorced,tertiary,402207,M
2686,272,yes,no,133,12,unknown,0,410,31,services,married,secondary,976136,M
2687,735,yes,no,50,3,unknown,0,189,49,management,married,tertiary,3134259,M
2688,15,yes,no,87,2,unknown,0,260,28,blue-collar,married,primary,4578068,M
2689,159,yes,no,643,2,unknown,0,378,47,blue-collar,married,primary,2646247,F
2690,651,yes,no,241,2,unknown,0,472,31,blue-collar,married,primary,494453,F
2691,198,yes,no,205,3,unknown,0,409,49,housemaid,divorced,primary,1934393,M
2692,278,yes,no,318,2,unknown,0,439,59,blue-collar,married,secondary,4652059,F
2693,100,yes,no,109,9,unknown,0,141,34,blue-collar,married,secondary,4651597,M
2694,15,yes,no,304,2,unknown,0,167,43,admin.,married,primary,971166,M
2695,0,no,no,209,2,unknown,0,496,38,blue-collar,married,primary,982631,M
2696,108,yes,yes,83,7,unknown,0,269,41,services,married,secondary,3236311,M
2697,617,yes,no,227,2,unknown,0,137,44,blue-collar,blue-collar,primary,2416840,F
2698,516,yes,no,271,2,unknown,0,454,31,services,single,secondary,2958374,M
2699,11,yes,no,326,4,unknown,0,175,35,blue-collar,married,primary,3827386,F
2700,1026,yes,no,389,2,unknown,0,369,37,admin.,married,secondary,3263568,F
2701,3383,no,no,273,2,unknown,0,128,58,admin.,married,secondary,1163411,F
2702,32,no,no,264,3,unknown,0,194,24,blue-collar,married,secondary,949809,F
2703,123,yes,no,643,4,unknown,0,160,35,blue-collar,single,primary,4650887,M
2704,238,yes,no,73,2,unknown,0,429,33,blue-collar,divorced,secondary,4649935,M
2705,1089,yes,yes,195,5,unknown,0,478,40,entrepreneur,married,tertiary,3004413,M
2706,3383,yes,no,69,19,unknown,0,199,46,admin.,divorced,tertiary,3744501,M
2707,3140,yes,no,87,9,unknown,0,393,41,blue-collar,married,primary,2223069,M
2708,221,yes,no,122,7,unknown,0,255,33,blue-collar,married,tertiary,670903,F
2709,300,yes,no,643,2,unknown,1,113,35,blue-collar,divorced,primary,2568122,M
2710,515,yes,no,288,2,unknown,0,218,57,retired,divorced,primary,2361700,M
2711,819,yes,no,50,3,unknown,0,238,40,technician,married,primary,4037426,M
2712,722,yes,no,643,3,unknown,0,353,36,blue-collar,married,secondary,3964168,M
2713,3346,yes,yes,284,2,unknown,0,326,47,management,divorced,secondary,4976326,M
2714,419,yes,no,116,4,unknown,0,441,50,blue-collar,married,primary,2238195,M
2715,330,yes,no,72,4,unknown,0,325,51,technician,married,secondary,4186835,F
2716,1576,yes,no,232,2,unknown,0,468,41,management,divorced,tertiary,3427867,M
2717,258,yes,no,124,3,unknown,0,102,38,management,married,tertiary,4216364,F
2718,317,yes,no,326,3,unknown,0,107,39,blue-collar,married,primary,3194247,F
2719,57,yes,yes,190,5,unknown,0,260,25,services,single,secondary,795819,M
2720,3285,yes,no,643,2,unknown,1,406,43,technician,married,secondary,3353995,F
2721,152,yes,no,351,2,unknown,0,395,33,blue-collar,married,secondary,4847354,M
2722,2429,yes,no,171,2,unknown,0,179,45,blue-collar,married,secondary,4325918,F
2723,3111,yes,no,166,2,unknown,0,363,58,blue-collar,divorced,secondary,4240360,M
2724,1352,yes,no,104,2,unknown,0,424,57,blue-collar,married,primary,673407,M
2725,37,yes,no,163,3,unknown,0,404,27,unemployed,single,tertiary,4096688,F
2726,640,yes,no,492,2,unknown,0,137,25,technician,single,tertiary,4211102,F
2727,113,no,no,25,10,unknown,0,188,38,blue-collar,married,secondary,3808323,F
2728,468,yes,no,152,3,unknown,0,447,28,technician,single,secondary,215983,M
2729,184,yes,no,109,4,unknown,0,497,33,services,married,secondary,1927167,F
2730,633,yes,no,643,1,unknown,0,302,44,blue-collar,single,secondary,597904,M
2731,7,yes,no,65,6,unknown,0,374,57,admin.,married,secondary,1118456,M
2732,57,yes,no,194,4,unknown,0,475,46,blue-collar,single,secondary,1493596,F
2733,0,yes,no,360,2,unknown,0,347,57,technician,divorced,secondary,4796307,M
2734,419,yes,yes,96,4,unknown,0,131,42,blue-collar,divorced,primary,216678,M
2735,120,yes,no,20,11,unknown,0,378,46,admin.,married,secondary,582754,M
2736,580,yes,no,323,4,unknown,0,169,39,entrepreneur,married,secondary,1017220,M
2737,362,yes,no,332,2,unknown,0,342,27,blue-collar,married,secondary,3110519,F
2738,43,yes,no,643,8,unknown,0,359,42,management,married,secondary,4379400,F
2739,749,yes,no,151,2,unknown,0,455,58,admin.,married,secondary,3879609,M
2740,243,yes,no,46,5,unknown,0,163,42,admin.,single,secondary,3064936,F
2741,3383,no,no,158,3,unknown,0,287,48,blue-collar,married,primary,2895792,F
2742,2236,yes,no,73,2,unknown,0,274,57,services,single,secondary,4688870,F
2743,3348,yes,no,407,4,unknown,0,347,52,admin.,single,secondary,3559020,M
2744,2062,yes,no,438,2,unknown,0,480,54,blue-collar,divorced,primary,3568768,M
2745,188,no,no,139,2,unknown,0,405,55,retired,married,secondary,4906485,M
2746,1483,yes,no,174,3,unknown,0,339,46,blue-collar,married,primary,221349,M
2747,2550,yes,no,175,3,unknown,0,328,48,entrepreneur,married,secondary,464017,M
2748,53,yes,no,313,4,unknown,0,443,25,admin.,single,secondary,2314531,M
2749,547,yes,no,137,4,unknown,0,362,38,management,divorced,tertiary,2147711,F
2750,1374,no,yes,22,3,unknown,0,386,46,retired,married,primary,4036788,F
2751,67,yes,no,328,4,unknown,0,226,48,technician,married,secondary,1790109,F
2752,3383,yes,no,93,4,unknown,0,162,43,blue-collar,married,primary,1729648,F
2753,0,no,no,97,2,unknown,0,396,52,technician,married,secondary,476152,F
2754,2,yes,yes,123,5,unknown,0,182,27,blue-collar,single,secondary,4649714,M
2755,23,yes,no,219,4,unknown,0,122,29,blue-collar,married,secondary,3630672,M
2756,512,yes,yes,455,3,unknown,0,236,49,admin.,married,secondary,3260755,M
2757,447,no,no,103,6,unknown,0,194,30,blue-collar,single,secondary,4013232,F
2758,1917,yes,no,200,2,unknown,0,319,50,admin.,married,secondary,2966464,M
2759,3383,yes,no,133,2,unknown,0,259,58,blue-collar,married,secondary,4801101,M
2760,326,yes,no,35,2,unknown,0,124,44,blue-collar,married,secondary,2872567,M
2761,0,yes,yes,77,2,unknown,0,453,52,technician,married,secondary,4933013,M
2762,0,no,no,211,2,unknown,0,151,44,entrepreneur,married,secondary,4338653,M
2763,14,no,no,72,2,unknown,0,330,27,blue-collar,single,secondary,4185829,M
2764,692,yes,yes,133,2,unknown,0,196,35,technician,married,secondary,2506970,F
2765,369,yes,yes,89,2,unknown,0,469,31,blue-collar,married,secondary,1238146,F
2766,591,yes,no,287,3,unknown,0,430,31,blue-collar,married,primary,631589,M
2767,3383,yes,no,643,3,unknown,1,408,52,housemaid,married,secondary,4259504,F
2768,0,yes,no,101,2,unknown,0,290,44,blue-collar,married,secondary,1890898,M
2769,348,yes,yes,305,3,unknown,0,135,28,blue-collar,single,primary,4627667,M
2770,102,yes,yes,387,9,unknown,0,209,41,technician,married,secondary,4158061,M
2771,447,yes,no,146,4,unknown,0,159,54,technician,divorced,secondary,4842688,F
2772,2121,yes,no,160,1,unknown,0,306,46,blue-collar,married,secondary,1314719,F
2773,3383,yes,no,70,1,unknown,0,155,48,blue-collar,married,primary,949134,F
2774,393,yes,no,466,1,unknown,0,198,31,admin.,married,secondary,950056,F
2775,3383,yes,no,162,1,unknown,0,109,42,services,married,primary,2230733,M
2776,31,yes,no,117,4,unknown,0,281,40,blue-collar,married,secondary,4648730,M
2777,871,yes,no,381,1,unknown,0,337,56,self-employed,married,tertiary,4317040,M
2778,3383,yes,no,167,1,unknown,0,437,45,management,married,tertiary,1297140,F
2779,1443,yes,no,476,1,unknown,1,262,53,technician,divorced,primary,4982319,F
2780,752,yes,no,178,1,unknown,0,272,31,admin.,married,secondary,1222196,F
2781,1093,yes,no,260,1,unknown,0,174,42,management,married,tertiary,2389607,F
2782,573,yes,yes,231,1,unknown,0,221,51,technician,married,secondary,1306865,F
2783,258,no,no,188,1,unknown,0,229,52,management,married,tertiary,4665252,F
2784,247,yes,yes,145,1,unknown,0,222,48,management,married,primary,3769728,F
2785,202,yes,no,163,3,unknown,0,223,28,management,single,tertiary,252935,F
2786,302,yes,no,282,1,unknown,0,328,34,technician,single,secondary,2219260,M
2787,736,yes,no,74,1,unknown,0,169,50,admin.,married,secondary,936505,M
2788,0,yes,no,73,1,unknown,0,381,46,blue-collar,married,primary,771674,M
2789,532,yes,no,220,1,unknown,0,134,54,blue-collar,married,secondary,1837962,F
2790,0,no,no,333,1,unknown,0,115,43,technician,divorced,secondary,2892036,F
2791,3383,no,no,316,3,unknown,0,385,55,blue-collar,divorced,secondary,3476915,F
2792,3383,no,no,451,3,unknown,0,415,47,blue-collar,married,primary,1561564,F
2793,1516,yes,no,318,1,unknown,0,351,43,entrepreneur,married,secondary,2236794,M
2794,0,yes,yes,246,2,unknown,0,355,45,technician,married,secondary,1201554,F
2795,3383,yes,yes,311,2,unknown,0,364,46,blue-collar,married,secondary,2086302,M
2796,183,yes,no,202,2,unknown,0,405,39,technician,married,secondary,4647675,M
2797,91,yes,no,174,2,unknown,0,286,26,student,single,secondary,1690669,M
2798,30,yes,no,168,3,unknown,0,333,40,blue-collar,married,secondary,3848492,M
2799,24,yes,no,643,1,unknown,1,362,48,blue-collar,divorced,primary,3623706,F
2800,522,yes,no,230,1,unknown,0,237,53,technician,divorced,secondary,2305365,M
2801,770,yes,no,200,1,unknown,0,260,40,technician,married,secondary,2296339,F
2802,1288,yes,no,170,1,unknown,0,334,54,blue-collar,married,secondary,3575937,M
2803,1029,yes,no,142,1,unknown,0,164,46,technician,married,secondary,816315,M
2804,3383,yes,no,283,8,unknown,0,214,47,technician,divorced,secondary,513726,M
2805,204,yes,yes,421,1,unknown,0,415,50,blue-collar,divorced,secondary,3808145,M
2806,1534,yes,no,278,1,unknown,0,165,59,retired,divorced,primary,3906541,F
2807,0,yes,no,179,1,unknown,0,217,44,services,single,secondary,3834598,F
2808,877,yes,no,238,1,unknown,0,218,42,management,married,tertiary,2287319,F
2809,478,yes,no,110,2,unknown,0,362,52,management,married,secondary,279478,M
2810,1130,yes,no,138,3,unknown,0,445,30,management,single,tertiary,4065076,F
2811,2401,yes,no,218,2,unknown,0,343,46,blue-collar,single,secondary,1896291,M
2812,740,yes,no,158,2,unknown,0,181,45,management,married,tertiary,2864674,F
2813,993,no,no,105,1,unknown,0,264,29,admin.,single,secondary,3790043,M
2814,896,yes,no,106,1,unknown,0,454,53,blue-collar,married,primary,662850,F
2815,332,yes,no,217,1,unknown,0,414,55,admin.,married,secondary,3552002,F
2816,1088,no,no,132,1,unknown,0,438,45,management,single,tertiary,1067056,M
2817,51,yes,no,643,2,unknown,0,494,35,technician,married,secondary,3675853,M
2818,1541,yes,no,243,1,unknown,0,172,52,blue-collar,single,secondary,4051561,F
2819,413,yes,no,150,1,unknown,0,498,40,management,married,tertiary,1775739,M
2820,2656,yes,no,238,1,unknown,0,464,42,admin.,married,secondary,3615339,F
2821,1618,yes,no,643,1,unknown,1,499,41,blue-collar,single,primary,4027419,M
2822,146,yes,no,148,2,unknown,0,162,42,admin.,divorced,secondary,637231,M
2823,153,yes,no,159,2,unknown,0,319,40,admin.,married,secondary,2707859,F
2824,3383,yes,no,108,2,unknown,0,383,41,services,married,secondary,3970220,F
2825,0,yes,no,124,1,unknown,0,381,57,management,married,tertiary,4010712,F
2826,520,yes,no,452,1,unknown,0,213,45,admin.,married,secondary,3493353,F
2827,3383,yes,no,114,1,unknown,0,189,47,management,married,primary,3977019,M
2828,3382,yes,no,125,1,unknown,0,495,40,unemployed,married,secondary,4368671,F
2829,261,yes,no,622,1,unknown,0,303,33,technician,single,secondary,3597110,M
2830,1160,yes,no,153,1,unknown,0,230,49,entrepreneur,married,secondary,2963554,M
2831,517,yes,yes,643,1,unknown,1,283,39,management,divorced,tertiary,3995787,F
2832,2956,yes,no,643,1,unknown,0,431,50,services,married,secondary,1135315,F
2833,1327,yes,yes,80,1,unknown,0,255,60,retired,divorced,primary,1643515,F
2834,3383,yes,no,435,1,unknown,0,378,53,technician,married,secondary,646372,F
2835,172,yes,no,300,1,unknown,0,145,58,retired,married,secondary,4644035,M
2836,2257,yes,no,203,1,unknown,0,477,52,services,married,secondary,3807585,F
2837,277,yes,no,121,1,unknown,0,100,42,admin.,single,secondary,4872236,M
2838,902,yes,no,71,1,unknown,0,214,42,blue-collar,married,secondary,3607279,M
2839,212,yes,no,78,1,unknown,0,437,43,technician,married,secondary,4437318,M
2840,513,yes,no,534,1,unknown,0,267,51,admin.,married,secondary,891853,F
2841,2272,yes,no,243,1,unknown,0,411,53,blue-collar,divorced,tertiary,3343149,M
2842,719,yes,no,230,1,unknown,0,476,53,technician,married,secondary,3538242,M
2843,1,no,no,253,1,unknown,0,468,42,management,married,tertiary,995549,M
2844,503,yes,no,127,3,unknown,0,235,40,technician,married,secondary,1407585,M
2845,1521,yes,yes,643,2,unknown,1,438,59,retired,married,secondary,3184673,M
2846,2516,yes,yes,282,1,unknown,0,447,59,retired,married,secondary,3895814,M
2847,468,yes,no,220,1,unknown,0,358,48,housemaid,married,tertiary,2814167,F
2848,329,yes,no,158,2,unknown,0,204,25,blue-collar,single,secondary,1805278,M
2849,259,yes,yes,267,2,unknown,0,379,59,blue-collar,married,primary,2338280,M
2850,769,yes,no,257,1,unknown,0,331,49,unemployed,married,secondary,4344652,M
2851,700,yes,no,110,1,unknown,0,161,42,management,married,tertiary,4643932,F
2852,3383,yes,no,456,9,unknown,0,288,37,blue-collar,married,secondary,2163661,F
2853,3383,yes,no,78,1,unknown,0,217,40,blue-collar,married,primary,3343955,F
2854,0,no,no,298,1,unknown,0,328,31,management,married,tertiary,4039518,M
2855,68,yes,no,429,2,unknown,0,470,41,blue-collar,married,secondary,4641630,M
2856,2639,yes,no,483,2,unknown,0,418,60,technician,married,secondary,473699,M
2857,1076,yes,no,213,1,unknown,0,382,42,admin.,divorced,secondary,2919265,M
2858,584,yes,no,51,1,unknown,0,199,48,blue-collar,married,primary,3222629,F
2859,2706,yes,yes,44,1,unknown,0,418,43,blue-collar,married,secondary,3641079,M
2860,1294,yes,no,164,2,unknown,0,151,47,blue-collar,married,primary,1799307,F
2861,771,yes,no,166,1,unknown,0,255,40,self-employed,married,primary,514279,M
2862,283,yes,yes,220,2,unknown,0,336,55,unemployed,divorced,secondary,4581009,M
2863,482,yes,no,178,1,unknown,0,190,51,management,divorced,tertiary,1883534,M
2864,11,no,no,452,2,unknown,0,230,54,management,married,tertiary,3445686,F
2865,2823,yes,no,643,1,unknown,1,226,41,blue-collar,married,secondary,4030429,F
2866,338,yes,no,87,1,unknown,0,402,41,blue-collar,married,secondary,4501994,M
2867,3383,yes,no,97,1,unknown,0,453,53,blue-collar,married,secondary,4056000,F
2868,3028,yes,yes,116,1,unknown,0,379,46,admin.,married,secondary,4634905,M
2869,2418,yes,no,120,1,unknown,0,149,45,entrepreneur,married,primary,3170237,F
2870,1405,yes,no,629,2,unknown,1,309,48,blue-collar,married,secondary,3891462,M
2871,0,yes,no,198,1,unknown,0,458,44,services,single,secondary,2571692,M
2872,2775,no,no,262,1,unknown,0,402,47,blue-collar,married,secondary,2352364,M
2873,611,yes,yes,179,1,unknown,0,481,49,blue-collar,married,secondary,2207502,F
2874,1654,yes,no,35,1,unknown,0,355,41,blue-collar,married,primary,3924522,M
2875,1691,yes,no,156,1,unknown,0,140,54,blue-collar,married,primary,4220877,M
2876,427,no,no,201,1,unknown,0,174,48,technician,married,secondary,4342043,F
2877,938,yes,no,159,1,unknown,0,323,30,blue-collar,married,secondary,4784461,M
2878,626,yes,no,68,1,unknown,0,325,45,blue-collar,married,primary,3643261,F
2879,874,no,no,75,1,unknown,0,466,40,blue-collar,married,secondary,4735725,M
2880,24,no,no,229,1,unknown,0,198,42,blue-collar,single,secondary,3066752,M
2881,3383,yes,no,126,1,unknown,0,320,48,technician,married,secondary,4380140,F
2882,1535,yes,no,643,1,unknown,1,309,40,admin.,married,secondary,1411320,M
2883,2,yes,yes,164,1,unknown,0,429,47,blue-collar,married,primary,4291506,M
2884,829,yes,yes,339,1,unknown,0,302,47,admin.,married,secondary,3590663,F
2885,164,yes,no,461,1,unknown,0,248,33,blue-collar,single,secondary,1640716,M
2886,1765,yes,no,188,1,unknown,0,171,54,blue-collar,married,secondary,1923326,M
2887,1733,yes,no,546,1,unknown,0,107,46,blue-collar,married,secondary,2947545,M
2888,383,yes,no,171,1,unknown,0,228,53,retired,married,primary,1461775,F
2889,777,yes,no,351,1,unknown,0,416,25,technician,single,tertiary,1761577,M
2890,0,yes,no,94,4,unknown,0,443,50,management,married,secondary,532551,F
2891,1522,yes,yes,168,2,unknown,0,447,40,blue-collar,married,secondary,2834222,F
2892,3383,yes,no,429,1,unknown,0,237,53,management,married,tertiary,2701081,M
2893,923,yes,no,249,2,unknown,0,176,41,blue-collar,married,secondary,1482630,F
2894,1309,yes,no,568,1,unknown,0,311,41,admin.,married,secondary,4394690,M
2895,1340,yes,no,299,1,unknown,0,436,42,management,married,tertiary,1319350,F
2896,3158,yes,no,282,1,unknown,0,231,47,management,married,tertiary,2903800,F
2897,1596,yes,no,643,1,unknown,1,473,48,blue-collar,married,secondary,1997399,F
2898,887,yes,no,211,1,unknown,0,162,43,blue-collar,married,primary,4010904,M
2899,3383,yes,no,77,1,unknown,0,418,55,management,married,tertiary,3721681,M
2900,1010,yes,no,283,1,unknown,0,336,40,admin.,married,secondary,2542860,M
2901,246,yes,no,263,1,unknown,0,328,45,blue-collar,married,primary,1459110,F
2902,918,yes,no,189,1,unknown,0,251,54,retired,married,secondary,1519603,F
2903,1429,yes,no,91,1,unknown,0,409,46,blue-collar,married,primary,3934892,M
2904,2439,yes,no,32,1,unknown,0,147,57,retired,divorced,primary,4656028,F
2905,348,yes,no,139,2,unknown,0,294,49,entrepreneur,married,secondary,2398027,F
2906,387,yes,no,347,1,unknown,0,421,49,admin.,married,secondary,1869582,F
2907,22,yes,no,152,1,unknown,0,100,41,blue-collar,single,primary,1257259,F
2908,3383,yes,no,643,1,unknown,0,470,42,self-employed,married,primary,1076656,F
2909,2535,yes,no,339,1,unknown,0,385,42,management,single,secondary,1783285,F
2910,1878,yes,no,267,1,unknown,0,145,49,technician,married,primary,2629676,M
2911,3,yes,no,34,1,unknown,0,248,42,blue-collar,married,secondary,2627674,M
2912,9,yes,no,153,2,unknown,0,442,34,unemployed,single,secondary,3482062,M
2913,502,yes,no,28,2,unknown,0,486,47,blue-collar,married,primary,2722791,M
2914,3383,yes,no,216,1,unknown,0,343,41,admin.,married,secondary,1790191,M
2915,3383,yes,no,215,1,unknown,0,110,45,technician,married,secondary,1614345,M
2916,673,yes,no,199,2,unknown,0,238,33,admin.,single,secondary,680072,M
2917,600,yes,no,139,1,unknown,0,415,53,blue-collar,married,primary,4155814,M
2918,698,yes,no,322,1,unknown,0,469,43,unemployed,single,primary,4203207,F
2919,2540,yes,no,189,1,unknown,0,338,40,blue-collar,divorced,secondary,2500140,M
2920,357,yes,no,197,2,unknown,0,153,34,blue-collar,married,primary,2231326,M
2921,782,yes,no,224,2,unknown,0,393,40,technician,married,secondary,3916389,M
2922,2097,yes,no,160,1,unknown,0,374,41,blue-collar,married,primary,2793098,M
2923,101,yes,no,143,1,unknown,0,200,44,blue-collar,single,secondary,4640193,M
2924,628,yes,yes,191,1,unknown,0,342,57,admin.,divorced,primary,2812301,F
2925,0,yes,no,643,1,unknown,0,239,42,technician,married,secondary,563538,M
2926,3383,yes,no,356,1,unknown,0,116,57,services,married,secondary,4756094,F
2927,16,yes,no,485,2,unknown,0,217,43,blue-collar,divorced,secondary,2088587,F
2928,1691,yes,no,57,1,unknown,0,213,45,blue-collar,married,primary,3908531,M
2929,1542,yes,no,643,1,unknown,1,197,60,retired,married,primary,2338482,M
2930,1057,yes,no,247,2,unknown,0,368,41,blue-collar,married,secondary,1998917,M
2931,3383,yes,no,208,1,unknown,0,481,49,blue-collar,married,primary,2980961,F
2932,1300,no,no,89,1,unknown,0,265,42,admin.,married,secondary,4640064,M
2933,299,yes,no,72,1,unknown,0,434,41,services,married,primary,3666918,M
2934,189,yes,no,260,1,unknown,0,404,33,technician,single,secondary,4119727,M
2935,1412,yes,no,129,1,unknown,0,161,56,blue-collar,married,secondary,1342738,M
2936,0,yes,no,151,2,unknown,0,152,49,blue-collar,married,primary,2316610,F
2937,235,yes,no,181,1,unknown,0,350,41,blue-collar,married,secondary,2468462,F
2938,3383,yes,no,125,1,unknown,0,387,48,management,married,tertiary,413115,F
2939,1043,yes,yes,225,1,unknown,0,416,41,technician,married,secondary,338697,M
2940,890,yes,no,643,1,unknown,0,249,41,services,married,secondary,3945007,F
2941,768,no,yes,643,2,unknown,0,262,30,technician,single,secondary,4548981,F
2942,618,yes,yes,166,2,unknown,0,478,52,entrepreneur,married,tertiary,2500823,M
2943,1313,no,no,87,1,unknown,0,193,40,blue-collar,married,secondary,4917044,F
2944,3383,yes,no,407,2,unknown,0,318,60,retired,married,secondary,2767897,M
2945,334,yes,no,438,4,unknown,0,299,28,management,single,tertiary,4095669,M
2946,80,yes,yes,387,2,unknown,0,324,44,self-employed,divorced,secondary,1135326,M
2947,27,yes,yes,100,3,unknown,0,205,44,technician,single,secondary,4639052,F
2948,2285,yes,no,413,2,unknown,0,219,32,blue-collar,single,secondary,1907749,F
2949,193,no,no,521,2,unknown,0,223,53,management,married,tertiary,4542977,F
2950,198,no,yes,133,1,unknown,0,435,41,services,divorced,secondary,4638978,M
2951,1180,yes,yes,191,2,unknown,0,256,57,retired,married,tertiary,246869,F
2952,505,yes,no,521,2,unknown,0,411,42,blue-collar,married,primary,801376,M
2953,3383,yes,no,109,1,unknown,0,338,31,management,married,secondary,475700,F
2954,243,yes,yes,345,2,unknown,0,314,46,blue-collar,married,secondary,1670448,F
2955,3383,yes,no,643,2,unknown,1,405,40,technician,single,secondary,1384524,F
2956,3383,yes,no,566,2,unknown,0,468,46,technician,divorced,secondary,1280221,F
2957,2607,yes,no,38,1,unknown,0,402,55,self-employed,single,secondary,330397,M
2958,2024,yes,no,314,1,unknown,0,133,52,blue-collar,single,primary,2526598,F
2959,0,yes,no,214,1,unknown,0,336,50,management,married,secondary,2852847,M
2960,222,no,no,248,2,unknown,0,349,57,retired,married,secondary,4638781,F
2961,1238,yes,no,246,1,unknown,0,180,28,blue-collar,married,secondary,1235777,F
2962,33,yes,no,136,8,unknown,0,189,46,blue-collar,married,secondary,3847603,M
2963,1000,yes,no,98,1,unknown,0,374,40,admin.,divorced,secondary,3045881,F
2964,881,yes,no,225,2,unknown,0,243,56,blue-collar,married,secondary,1006499,M
2965,403,yes,no,364,1,unknown,0,164,48,services,divorced,secondary,4553413,M
2966,38,yes,no,643,1,unknown,0,186,36,management,single,tertiary,4638301,F
2967,0,yes,no,93,14,unknown,0,341,37,technician,married,tertiary,3347905,F
2968,221,yes,no,57,2,unknown,0,345,41,entrepreneur,married,tertiary,3561741,F
2969,1109,yes,no,160,2,unknown,0,255,43,blue-collar,married,secondary,3668555,F
2970,1416,yes,no,210,2,unknown,0,306,40,entrepreneur,married,secondary,4483885,F
2971,264,yes,no,222,2,unknown,0,120,40,entrepreneur,married,secondary,1013955,M
2972,141,yes,yes,21,10,unknown,0,472,45,blue-collar,married,secondary,326114,F
2973,1944,yes,no,222,5,unknown,0,491,44,blue-collar,married,secondary,3522486,M
2974,694,yes,no,157,1,unknown,0,447,53,entrepreneur,married,primary,4485068,M
2975,303,yes,no,143,1,unknown,0,288,31,management,married,tertiary,1580738,M
2976,2087,yes,no,371,1,unknown,0,100,50,blue-collar,married,secondary,1825932,F
2977,369,yes,yes,161,2,unknown,0,163,53,management,married,tertiary,1947366,F
2978,166,yes,no,350,2,unknown,0,419,56,blue-collar,divorced,secondary,2131624,M
2979,718,yes,no,135,1,unknown,0,393,45,technician,married,primary,833944,M
2980,3383,yes,no,162,1,unknown,0,268,47,self-employed,married,tertiary,2968205,M
2981,1613,yes,no,565,1,unknown,0,380,33,admin.,single,secondary,2135822,M
2982,1,no,no,643,2,unknown,1,119,57,technician,married,tertiary,4638288,M
2983,1410,yes,no,44,8,unknown,0,283,45,entrepreneur,single,tertiary,1632277,F
2984,577,no,no,337,1,unknown,0,243,34,blue-collar,married,secondary,2875844,F
2985,63,yes,no,416,2,unknown,0,416,49,entrepreneur,married,primary,4637737,M
2986,892,no,no,102,2,unknown,0,357,49,services,married,secondary,2869226,M
2987,113,yes,no,5,2,unknown,0,198,37,admin.,divorced,secondary,4632872,M
2988,3240,yes,no,129,2,unknown,0,363,57,technician,married,secondary,3632560,F
2989,3383,yes,no,643,1,unknown,0,168,40,blue-collar,married,primary,2437673,M
2990,3383,yes,no,138,2,unknown,0,223,57,retired,married,secondary,4002590,F
2991,1292,yes,no,70,2,unknown,0,390,45,unemployed,married,primary,3830505,M
2992,3383,yes,no,71,1,unknown,0,129,61,retired,married,secondary,1116559,M
2993,155,yes,no,75,1,unknown,0,349,54,management,divorced,secondary,1001437,F
2994,501,yes,no,230,2,unknown,0,432,46,blue-collar,married,primary,1405136,M
2995,658,yes,no,369,1,unknown,0,379,51,admin.,married,primary,2272624,M
2996,3383,yes,no,136,1,unknown,0,332,42,blue-collar,married,secondary,4156233,F
2997,329,yes,no,22,4,unknown,0,170,42,blue-collar,married,primary,4615296,F
2998,703,yes,no,378,1,unknown,0,191,60,management,married,primary,3151030,F
2999,3383,yes,no,240,1,unknown,0,163,41,blue-collar,married,primary,1153445,M
3000,455,yes,no,80,1,unknown,0,141,41,services,married,primary,318002,F
3001,831,yes,no,144,1,unknown,0,470,55,blue-collar,married,secondary,2318603,F
3002,1757,yes,no,380,4,unknown,0,317,46,services,married,secondary,3585434,M
3003,1480,yes,no,108,1,unknown,0,452,54,blue-collar,married,secondary,4234186,M
3004,3383,yes,no,643,1,unknown,1,363,51,blue-collar,married,secondary,4045779,F
3005,3383,yes,no,389,1,unknown,0,372,47,services,divorced,secondary,904198,F
3006,592,no,yes,192,1,unknown,0,464,35,management,single,tertiary,4136582,M
3007,128,yes,no,273,1,unknown,0,166,30,blue-collar,married,secondary,2729250,M
3008,160,yes,no,48,1,unknown,0,278,32,management,single,secondary,4024286,M
3009,441,yes,no,8,1,unknown,0,131,35,blue-collar,married,primary,2887543,M
3010,3383,yes,no,628,1,unknown,0,394,48,blue-collar,single,secondary,3201850,M
3011,338,no,no,90,1,unknown,0,167,36,services,married,secondary,2797222,M
3012,3383,yes,no,221,1,unknown,0,454,53,services,married,secondary,945909,F
3013,638,yes,no,217,1,unknown,0,369,48,technician,married,secondary,2317082,M
3014,737,yes,no,643,2,unknown,0,247,42,services,married,secondary,1027200,F
3015,3383,yes,no,193,2,unknown,0,287,38,services,single,secondary,708026,M
3016,91,yes,no,302,2,unknown,0,140,32,admin.,single,secondary,3669254,M
