balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
425,yes,no,357,4,unknown,0,414,48,technician,married,secondary,3272308,M
2385,yes,no,119,2,unknown,0,469,28,services,single,secondary,350276,M
2,no,no,264,2,unknown,0,418,25,blue-collar,single,secondary,1428891,F
509,yes,yes,121,2,unknown,0,391,28,blue-collar,married,secondary,1696555,F
3383,yes,no,235,2,unknown,0,298,29,blue-collar,married,primary,2503345,F
467,yes,yes,90,2,unknown,0,223,26,self-employed,single,secondary,326499,M
581,yes,yes,444,3,unknown,0,198,26,admin.,single,secondary,4926974,M
2726,yes,no,283,1,unknown,0,321,24,student,single,secondary,718966,M
99,yes,no,643,2,unknown,1,348,27,management,single,tertiary,2009282,M
1103,no,no,123,1,unknown,0,122,27,technician,married,secondary,4193016,F
559,yes,no,236,1,unknown,0,250,28,unemployed,single,secondary,2359356,M
3383,yes,no,85,3,unknown,0,114,32,services,married,secondary,1084722,F
907,yes,no,104,2,unknown,0,157,52,management,divorced,tertiary,233156,F
335,yes,yes,324,1,unknown,0,166,27,blue-collar,married,secondary,3582747,F
713,yes,no,525,2,unknown,1,179,27,management,single,tertiary,3582686,M
967,yes,no,525,1,unknown,0,200,22,admin.,married,secondary,2183796,F
191,yes,no,238,1,unknown,0,135,28,management,single,tertiary,2683484,M
306,yes,no,217,2,unknown,0,405,23,technician,single,secondary,3582545,M
32,yes,no,563,1,unknown,1,294,29,services,single,secondary,747578,F
8,yes,yes,433,2,unknown,0,244,29,blue-collar,married,secondary,3580075,F
117,yes,no,52,1,unknown,0,429,37,blue-collar,married,secondary,2905461,F
387,yes,no,235,1,unknown,0,341,60,housemaid,divorced,secondary,1373646,F
553,yes,no,149,8,unknown,0,245,51,services,married,primary,3580011,M
1634,yes,no,402,2,unknown,0,122,29,admin.,married,secondary,4632796,M
45,yes,no,357,2,unknown,0,268,26,admin.,divorced,secondary,3577600,M
3383,no,no,140,1,unknown,0,312,30,blue-collar,single,primary,3704804,M
3383,yes,no,98,4,unknown,0,364,49,entrepreneur,married,primary,4950360,M
341,no,no,171,3,unknown,0,159,31,services,single,secondary,3577271,M
88,no,no,219,1,unknown,0,236,30,technician,married,tertiary,516219,M
543,yes,yes,643,6,unknown,1,346,30,self-employed,married,tertiary,4361800,M
253,yes,no,257,3,unknown,0,387,32,technician,married,secondary,487099,F
403,yes,no,643,1,unknown,1,150,36,blue-collar,married,primary,3541072,F
1143,yes,no,79,1,unknown,0,207,47,blue-collar,married,secondary,4147704,F
0,yes,no,103,2,unknown,0,354,27,entrepreneur,single,tertiary,1681069,M
178,yes,no,643,2,unknown,0,120,26,blue-collar,married,primary,2839073,M
0,yes,no,97,1,unknown,0,433,40,services,divorced,secondary,4617237,F
433,no,no,45,1,unknown,0,159,43,blue-collar,single,primary,2182647,M
0,yes,no,205,6,unknown,0,255,28,technician,single,tertiary,3471759,M
247,yes,yes,344,2,unknown,0,198,27,admin.,married,secondary,3575804,M
226,yes,no,272,1,unknown,0,373,57,management,married,primary,3573130,M
273,yes,no,204,1,unknown,0,394,32,technician,divorced,secondary,1308882,F
881,yes,no,156,3,unknown,0,480,27,blue-collar,single,primary,4239073,M
43,yes,no,213,1,unknown,0,432,38,services,married,secondary,813509,M
606,yes,no,159,1,unknown,0,109,36,technician,married,tertiary,2370914,M
0,no,no,153,6,unknown,0,274,45,services,married,secondary,1181933,F
635,yes,no,29,2,unknown,0,309,30,management,single,tertiary,4022565,M
2330,yes,no,15,1,unknown,0,151,48,blue-collar,single,tertiary,3308125,M
295,yes,no,38,1,unknown,0,385,39,blue-collar,married,primary,570263,F
141,yes,no,643,2,unknown,0,162,24,services,single,secondary,3571711,M
1083,yes,no,139,2,unknown,0,156,29,self-employed,married,tertiary,3565639,M
300,yes,no,81,1,unknown,0,212,35,blue-collar,married,primary,2634284,M
3383,yes,no,597,7,unknown,0,107,30,management,single,tertiary,4306307,M
1010,yes,no,174,2,unknown,0,432,28,unemployed,single,tertiary,2366352,F
1616,yes,yes,142,11,unknown,0,290,50,technician,married,secondary,2971480,F
3383,yes,no,393,11,unknown,0,406,41,management,single,tertiary,2220118,M
3383,yes,no,643,4,unknown,0,432,58,housemaid,married,primary,2498342,M
355,yes,yes,61,6,unknown,0,229,31,admin.,married,primary,1054704,F
1808,yes,no,99,4,unknown,0,318,33,management,married,tertiary,2934230,M
2514,yes,no,85,5,unknown,0,378,35,blue-collar,single,secondary,3825382,F
220,yes,no,187,2,unknown,0,239,29,blue-collar,married,primary,1270449,F
25,yes,no,188,2,unknown,0,289,29,blue-collar,married,primary,4299764,F
303,yes,yes,298,3,unknown,0,375,29,blue-collar,married,primary,3564968,M
0,yes,no,113,2,unknown,0,233,29,services,married,tertiary,294975,M
1232,yes,no,201,2,unknown,0,312,28,blue-collar,single,secondary,597354,M
128,yes,yes,264,2,unknown,0,326,26,services,single,secondary,4707053,F
82,yes,no,23,2,unknown,0,290,26,blue-collar,married,secondary,3560799,M
681,yes,no,180,2,unknown,0,283,24,technician,single,secondary,807987,M
147,no,no,95,2,unknown,0,138,26,student,single,secondary,3558963,F
554,yes,no,69,1,unknown,0,194,47,blue-collar,married,primary,2631999,F
362,yes,no,84,2,unknown,0,195,49,management,married,secondary,3080834,F
510,yes,no,324,1,unknown,0,172,52,blue-collar,single,secondary,1036516,M
406,yes,no,222,1,unknown,0,204,44,blue-collar,married,secondary,3283553,F
518,yes,no,608,2,unknown,0,166,39,blue-collar,married,secondary,2338093,M
241,yes,yes,144,1,unknown,0,169,41,services,married,secondary,1683947,F
227,yes,no,298,2,unknown,0,123,28,management,single,tertiary,3558913,M
579,no,no,643,7,unknown,0,179,53,services,married,secondary,4000585,M
138,yes,no,173,10,unknown,0,212,54,blue-collar,divorced,primary,1619457,M
130,no,no,134,2,unknown,0,175,29,admin.,single,secondary,222280,M
391,yes,no,245,1,unknown,0,304,49,blue-collar,married,primary,1428151,M
201,yes,no,121,3,unknown,0,414,29,admin.,divorced,secondary,3559724,M
373,yes,no,49,1,unknown,0,435,27,blue-collar,married,secondary,3741510,M
419,yes,no,643,2,unknown,1,270,27,blue-collar,married,secondary,4713840,M
655,yes,no,606,2,unknown,0,312,28,unemployed,married,secondary,1601217,M
165,yes,yes,184,2,unknown,0,323,44,entrepreneur,married,secondary,3557622,F
447,yes,yes,106,1,unknown,0,204,29,services,single,secondary,3323485,M
489,yes,no,249,2,unknown,0,498,29,admin.,divorced,secondary,3557065,M
437,yes,no,643,1,unknown,1,298,35,admin.,divorced,secondary,1120419,M
296,yes,no,92,2,unknown,0,276,46,blue-collar,married,primary,2620087,M
507,yes,yes,404,2,unknown,0,133,25,blue-collar,married,secondary,3556745,M
1354,yes,no,207,4,unknown,0,419,37,unemployed,single,secondary,2196555,F
950,yes,no,135,3,unknown,0,179,29,blue-collar,single,primary,2082592,M
568,yes,no,37,1,unknown,0,249,51,blue-collar,married,secondary,1910500,M
160,yes,no,141,6,unknown,0,253,35,management,divorced,tertiary,3026194,M
306,yes,no,117,1,unknown,0,400,50,unemployed,married,secondary,3504216,M
1103,yes,no,14,11,unknown,0,163,28,blue-collar,single,secondary,260010,F
6,yes,no,174,9,unknown,0,102,37,blue-collar,married,secondary,4709207,M
162,yes,no,60,4,unknown,0,106,35,blue-collar,married,primary,2555539,F
2892,yes,no,235,5,unknown,0,132,57,blue-collar,married,primary,209619,M
0,yes,no,285,4,unknown,0,134,28,management,single,tertiary,3556235,F
880,yes,yes,112,1,unknown,0,303,32,blue-collar,divorced,secondary,252681,F
3383,yes,no,99,2,unknown,0,160,30,technician,single,secondary,683397,M
3383,yes,no,208,4,unknown,0,418,52,management,married,secondary,3964158,F
248,yes,no,132,2,unknown,0,236,33,services,married,secondary,4925267,F
312,yes,no,151,2,unknown,0,441,33,blue-collar,married,secondary,4371187,M
273,yes,no,163,1,unknown,0,101,47,blue-collar,married,secondary,4870742,M
311,yes,no,135,1,unknown,0,342,37,blue-collar,married,secondary,2431203,M
172,yes,yes,179,1,unknown,0,202,42,admin.,divorced,secondary,3554470,M
3342,yes,no,329,4,unknown,0,376,26,blue-collar,single,primary,4919873,M
113,yes,no,126,1,unknown,0,296,40,services,married,secondary,1832699,F
97,yes,no,126,2,unknown,0,394,30,services,single,secondary,3550318,F
454,yes,no,119,1,unknown,0,229,31,admin.,married,secondary,368461,F
1118,yes,no,209,2,unknown,0,421,26,technician,single,tertiary,308106,M
3383,yes,yes,192,6,unknown,0,210,50,admin.,divorced,secondary,4036751,M
710,yes,yes,341,2,unknown,0,390,28,admin.,single,secondary,2430033,F
226,yes,no,17,13,unknown,0,247,51,blue-collar,married,secondary,313129,M
203,no,no,167,1,unknown,0,188,49,blue-collar,married,secondary,2079033,M
717,yes,no,152,6,unknown,0,227,42,services,married,secondary,3005774,M
138,yes,no,84,3,unknown,0,283,36,blue-collar,married,secondary,1676568,F
217,yes,no,341,4,unknown,0,410,39,admin.,married,secondary,4492488,F
934,yes,no,244,2,unknown,0,169,33,blue-collar,married,primary,1598333,F
2671,yes,yes,423,2,unknown,0,468,40,blue-collar,married,secondary,3961487,M
500,yes,no,111,3,unknown,0,309,23,services,single,secondary,541199,F
42,yes,no,170,3,unknown,0,305,50,blue-collar,married,primary,1839095,M
200,yes,no,87,2,unknown,0,250,29,student,single,secondary,1475761,M
1450,yes,no,227,2,unknown,0,110,43,services,married,secondary,2557618,M
1014,yes,no,34,2,unknown,0,195,36,management,married,tertiary,4829545,M
735,yes,no,130,3,unknown,0,310,29,blue-collar,single,secondary,2195366,M
356,yes,no,169,2,unknown,0,240,29,blue-collar,married,secondary,4651381,M
2957,yes,no,392,2,unknown,0,104,54,blue-collar,married,secondary,3017834,F
250,yes,no,46,16,unknown,0,388,42,blue-collar,married,primary,1213074,M
266,yes,no,39,2,unknown,0,256,49,blue-collar,married,primary,2427710,F
1577,yes,no,282,15,unknown,0,394,39,admin.,married,secondary,1314327,F
0,yes,no,112,4,unknown,0,231,39,blue-collar,married,primary,1898890,M
36,yes,no,36,4,unknown,0,230,33,blue-collar,married,secondary,2920402,M
68,yes,no,69,4,unknown,0,319,29,management,married,tertiary,4067254,M
0,yes,no,299,2,unknown,0,479,27,blue-collar,single,primary,3246491,M
1049,no,yes,80,6,unknown,0,250,52,admin.,divorced,secondary,426166,M
553,yes,no,643,2,unknown,0,232,34,blue-collar,married,secondary,656761,F
0,yes,no,389,5,unknown,0,307,44,services,divorced,secondary,1305490,M
1790,yes,no,229,6,unknown,0,419,39,blue-collar,single,primary,1002719,M
104,yes,no,624,2,unknown,0,349,39,blue-collar,married,primary,3452807,F
127,yes,yes,165,2,unknown,0,322,26,blue-collar,married,secondary,2633950,M
1913,yes,no,216,2,unknown,0,367,27,services,single,secondary,2181910,M
933,yes,no,122,1,unknown,0,126,24,management,single,tertiary,3628187,M
201,yes,no,172,2,unknown,0,427,27,services,single,secondary,358020,F
759,yes,no,79,10,unknown,0,410,41,entrepreneur,married,primary,2024233,M
244,yes,no,643,2,unknown,0,449,36,unemployed,single,secondary,4502870,M
87,no,no,65,10,unknown,0,311,59,blue-collar,married,secondary,4396082,M
167,yes,no,361,1,unknown,0,223,29,blue-collar,single,secondary,3550214,M
625,yes,no,140,2,unknown,0,470,38,technician,married,secondary,4115916,M
159,yes,no,382,3,unknown,0,457,36,blue-collar,divorced,secondary,3550060,M
350,yes,no,128,1,unknown,0,147,43,management,divorced,tertiary,890809,F
255,no,no,175,1,unknown,0,452,32,blue-collar,single,secondary,296167,M
74,yes,no,147,1,unknown,0,364,26,services,single,secondary,3546917,M
944,yes,yes,292,1,unknown,0,432,32,management,married,tertiary,4532493,F
705,yes,no,235,1,unknown,0,292,30,admin.,single,secondary,3940066,M
720,yes,no,156,1,unknown,0,159,25,blue-collar,divorced,secondary,1165235,M
941,yes,no,570,11,unknown,0,249,29,management,married,tertiary,893009,M
0,yes,yes,399,3,unknown,0,481,29,self-employed,married,tertiary,1140384,M
531,no,no,222,1,unknown,0,242,52,admin.,married,secondary,2911677,M
3383,no,no,243,1,unknown,0,167,44,management,married,tertiary,2431819,M
62,no,yes,243,1,unknown,0,189,56,technician,married,secondary,3185965,M
0,no,no,38,1,unknown,0,401,55,blue-collar,married,tertiary,1474950,M
182,no,yes,379,1,unknown,0,270,35,self-employed,married,tertiary,1636415,M
0,no,no,307,1,unknown,0,230,59,housemaid,married,primary,234842,M
5,no,no,178,1,unknown,0,368,41,management,married,tertiary,2231119,M
135,no,no,308,1,unknown,0,325,36,admin.,single,secondary,259979,F
0,no,no,27,1,unknown,0,386,56,retired,divorced,primary,3693939,M
356,no,no,80,1,unknown,0,436,43,management,married,tertiary,3556280,M
314,yes,yes,75,1,unknown,0,188,56,technician,married,primary,3458615,M
395,no,no,168,1,unknown,0,107,48,admin.,married,secondary,441833,F
1630,no,no,160,1,unknown,0,261,53,retired,married,secondary,3522300,F
491,no,yes,179,1,unknown,0,410,39,blue-collar,single,primary,3542095,F
705,no,no,504,1,unknown,1,406,50,unemployed,married,primary,794090,M
344,no,no,25,1,unknown,0,477,35,blue-collar,married,secondary,1164278,M
198,no,yes,49,1,unknown,0,113,46,services,married,secondary,1180163,F
3383,no,no,147,1,unknown,0,174,39,technician,married,secondary,2565306,F
11,yes,yes,83,3,unknown,0,453,40,blue-collar,married,primary,4009481,M
1944,no,no,643,1,unknown,0,405,49,blue-collar,married,secondary,548958,M
835,yes,no,135,1,unknown,0,209,39,admin.,married,secondary,2218640,M
882,no,no,169,1,unknown,0,272,56,unemployed,married,primary,1643966,F
250,no,no,104,1,unknown,0,132,43,entrepreneur,married,tertiary,3541460,M
1240,yes,no,400,2,unknown,0,113,33,blue-collar,married,secondary,483903,F
1903,no,no,643,1,unknown,0,335,53,housemaid,married,primary,2103946,F
119,no,no,112,2,unknown,0,470,51,management,divorced,tertiary,2938346,M
0,no,no,124,1,unknown,0,397,47,entrepreneur,divorced,tertiary,301013,F
0,no,no,56,1,unknown,0,356,38,admin.,divorced,secondary,3016730,M
0,no,yes,124,1,unknown,0,464,60,blue-collar,married,secondary,1380213,M
1365,yes,no,224,1,unknown,0,209,38,management,married,primary,4639413,M
3,no,yes,172,1,unknown,0,231,38,blue-collar,married,secondary,3541244,M
1574,no,no,636,1,unknown,0,340,38,management,married,secondary,1426225,M
153,yes,no,40,1,unknown,0,445,54,self-employed,married,secondary,526030,M
848,no,no,63,1,unknown,0,290,59,admin.,single,secondary,231164,F
56,no,no,396,1,unknown,0,131,59,retired,married,secondary,1265920,M
325,yes,yes,487,1,unknown,0,204,37,technician,divorced,secondary,465938,F
222,yes,no,221,1,unknown,0,102,40,management,single,tertiary,3540724,F
261,no,yes,222,1,unknown,0,246,41,technician,married,secondary,3061640,M
0,no,no,78,1,unknown,0,360,51,admin.,married,secondary,2818964,M
488,no,no,92,1,unknown,0,128,46,technician,married,secondary,4300371,M
3383,no,no,48,2,unknown,0,249,59,blue-collar,married,secondary,4008202,F
3383,no,no,69,1,unknown,0,394,49,entrepreneur,married,tertiary,4980505,F
257,yes,no,333,2,unknown,0,198,48,blue-collar,married,primary,3862395,M
640,yes,yes,78,6,unknown,0,488,35,management,married,tertiary,3539838,F
0,no,no,131,1,unknown,0,181,36,management,married,secondary,2154792,F
883,yes,no,170,1,unknown,0,132,50,technician,married,primary,1961074,M
3383,no,no,397,1,unknown,0,211,52,blue-collar,married,primary,4569799,M
1910,yes,no,41,1,unknown,0,293,44,blue-collar,married,secondary,1950191,F
1649,no,no,93,1,unknown,0,409,51,blue-collar,divorced,secondary,3305711,M
1772,no,no,208,1,unknown,1,125,36,blue-collar,married,secondary,2948136,F
590,no,yes,133,1,unknown,0,391,58,blue-collar,married,secondary,768223,M
0,no,no,133,1,unknown,0,298,39,services,single,secondary,4281625,M
3383,yes,no,57,6,unknown,0,223,42,admin.,married,secondary,2697562,M
561,no,no,21,1,unknown,0,161,57,management,married,tertiary,4509415,F
2800,no,no,47,1,unknown,0,207,46,technician,single,tertiary,3391680,M
1619,no,no,89,1,unknown,0,353,53,management,married,tertiary,4399907,M
2281,yes,yes,163,1,unknown,0,190,51,admin.,married,primary,415489,M
522,no,no,86,1,unknown,0,278,43,housemaid,married,primary,2020189,M
2551,yes,no,142,2,unknown,0,172,30,entrepreneur,married,secondary,268636,M
150,yes,no,492,2,unknown,0,260,25,blue-collar,single,secondary,2764530,M
440,yes,no,327,2,unknown,0,263,40,blue-collar,married,secondary,2557079,M
213,no,yes,323,1,unknown,0,132,37,blue-collar,married,primary,1287770,F
0,no,yes,189,1,unknown,0,266,53,management,married,tertiary,478460,F
0,no,no,643,1,unknown,1,247,59,retired,married,secondary,4935770,M
282,yes,no,99,2,unknown,0,263,55,retired,divorced,secondary,4614073,M
97,yes,no,135,2,unknown,0,375,37,blue-collar,married,secondary,3539529,M
0,no,no,428,1,unknown,0,374,48,services,divorced,secondary,4991578,M
296,yes,yes,169,1,unknown,0,463,44,technician,married,secondary,3850724,M
151,yes,no,202,1,unknown,0,424,37,blue-collar,married,secondary,898429,F
1037,no,no,271,1,unknown,0,299,42,blue-collar,divorced,secondary,4712018,F
2132,no,no,232,1,unknown,0,266,37,services,married,secondary,4476020,M
125,no,no,56,1,unknown,0,397,37,self-employed,single,secondary,3552483,M
1340,no,no,175,1,unknown,0,148,52,housemaid,married,primary,1891974,F
67,no,no,67,1,unknown,0,255,57,technician,married,primary,4513776,M
2673,yes,no,81,2,unknown,0,314,23,services,married,secondary,2309349,F
382,no,no,643,1,unknown,0,297,44,services,married,secondary,1964660,M
3383,no,no,643,1,unknown,0,240,40,blue-collar,married,secondary,2624180,M
533,no,no,74,1,unknown,0,402,44,technician,married,secondary,3806949,M
88,yes,no,643,2,unknown,1,423,59,retired,divorced,primary,3539471,M
0,no,no,65,2,unknown,0,483,45,management,married,secondary,2868550,M
13,no,no,21,1,unknown,0,388,38,admin.,single,secondary,2524079,F
3383,no,no,292,1,unknown,0,322,48,retired,single,secondary,240035,M
0,no,no,643,1,unknown,1,464,47,entrepreneur,married,secondary,931587,M
3383,no,no,85,1,unknown,0,126,60,retired,married,secondary,2504500,M
2946,no,no,60,1,unknown,0,431,47,unemployed,married,primary,872868,F
3383,no,no,132,1,unknown,0,150,52,housemaid,married,secondary,4232707,M
443,no,no,60,1,unknown,0,307,60,housemaid,married,tertiary,755559,M
853,no,no,643,2,unknown,1,494,58,entrepreneur,married,tertiary,2465209,M
41,no,no,179,1,unknown,0,325,56,management,divorced,tertiary,1057354,M
313,yes,yes,67,2,unknown,0,267,32,blue-collar,single,secondary,2983598,F
682,yes,yes,166,2,unknown,0,359,26,services,married,secondary,2709969,M
219,no,no,133,1,unknown,0,225,58,retired,divorced,secondary,1342050,F
540,yes,no,124,2,unknown,0,322,51,services,married,secondary,257166,F
3383,no,yes,331,1,unknown,0,251,57,management,married,secondary,2456541,F
0,no,no,174,1,unknown,0,307,36,blue-collar,married,secondary,2065211,F
2790,yes,no,190,1,unknown,0,413,41,admin.,single,secondary,2823878,M
0,no,no,409,1,unknown,0,489,51,blue-collar,single,secondary,3450825,M
1218,no,yes,145,1,unknown,0,114,55,retired,divorced,tertiary,680128,M
1007,no,no,139,1,unknown,0,295,42,services,married,secondary,2895145,F
419,no,no,420,1,unknown,0,282,45,blue-collar,married,secondary,290055,M
144,yes,no,247,2,unknown,0,138,37,self-employed,married,tertiary,1059239,M
60,no,no,90,1,unknown,0,215,57,blue-collar,married,primary,870264,M
421,yes,yes,52,1,unknown,0,492,47,blue-collar,married,primary,1390091,M
681,yes,no,170,1,unknown,0,140,39,technician,single,secondary,967510,M
244,no,no,70,1,unknown,0,225,37,services,single,secondary,3897454,F
3383,no,no,89,1,unknown,0,370,39,blue-collar,married,primary,1996517,F
3383,no,no,91,1,unknown,0,168,50,management,married,tertiary,4718648,F
240,no,no,643,1,unknown,1,459,37,management,single,tertiary,4195677,F
0,no,no,39,1,unknown,0,190,37,blue-collar,single,primary,2150828,F
983,no,yes,225,1,unknown,0,313,37,entrepreneur,married,secondary,3014636,F
743,no,no,36,2,unknown,0,104,46,management,divorced,tertiary,1530434,M
89,no,no,287,1,unknown,0,180,47,technician,married,secondary,1423839,M
3383,no,yes,118,2,unknown,0,432,59,blue-collar,married,primary,3622894,F
1401,yes,no,627,1,unknown,0,185,42,blue-collar,married,primary,3299260,M
3383,no,no,428,1,unknown,0,255,60,retired,married,tertiary,3875000,F
119,no,yes,104,2,unknown,0,486,39,services,married,secondary,3537099,M
1648,yes,no,166,2,unknown,0,215,37,unemployed,single,primary,2823707,F
3383,no,yes,264,1,unknown,0,479,60,management,married,tertiary,1056365,M
641,yes,no,42,1,unknown,0,301,37,admin.,married,secondary,4133154,F
2424,no,no,452,1,unknown,0,346,45,housemaid,married,tertiary,3147479,M
14,no,no,22,1,unknown,0,102,37,entrepreneur,divorced,secondary,2014759,M
0,no,no,272,1,unknown,0,297,55,retired,married,primary,2473114,M
982,no,no,152,1,unknown,0,279,56,management,divorced,tertiary,3540659,M
1779,yes,no,85,2,unknown,0,397,31,blue-collar,married,secondary,4890751,M
0,no,no,247,1,unknown,0,111,55,housemaid,single,primary,4038749,M
849,yes,no,508,2,unknown,1,398,46,admin.,single,secondary,1894887,F
206,no,no,315,1,unknown,0,406,56,blue-collar,married,primary,4872113,M
25,yes,no,109,2,unknown,0,396,28,admin.,single,secondary,2847835,M
227,no,yes,414,1,unknown,0,223,35,blue-collar,single,primary,3565533,F
67,yes,no,202,1,unknown,0,384,44,services,married,secondary,1464818,M
420,no,no,107,1,unknown,0,156,50,retired,married,primary,4968560,F
1316,no,no,285,1,unknown,0,414,42,blue-collar,single,secondary,3876388,F
1,yes,no,290,1,unknown,0,235,51,technician,divorced,secondary,4764983,M
202,no,no,257,1,unknown,0,178,42,unemployed,married,secondary,3008616,M
769,no,no,90,1,unknown,0,469,42,technician,married,secondary,1210244,M
495,no,no,150,2,unknown,0,122,59,housemaid,married,primary,1002568,M
2960,no,no,86,1,unknown,0,359,48,management,married,tertiary,1964263,F
3063,no,no,21,1,unknown,0,216,57,housemaid,divorced,primary,2038329,F
842,no,yes,108,1,unknown,0,224,56,retired,married,primary,1641448,F
316,no,no,560,2,unknown,0,484,48,blue-collar,single,primary,1338694,M
139,no,no,153,1,unknown,0,466,59,blue-collar,married,secondary,555149,F
346,yes,no,202,1,unknown,0,427,36,blue-collar,married,secondary,266502,M
318,yes,no,643,2,unknown,1,183,43,blue-collar,single,secondary,3595075,M
1151,yes,no,127,2,unknown,0,312,44,unemployed,married,tertiary,2025812,M
0,no,no,265,2,unknown,0,127,47,management,married,tertiary,4956538,F
703,yes,no,590,3,unknown,1,377,27,management,single,tertiary,971211,M
40,no,no,126,2,unknown,0,421,60,blue-collar,married,secondary,4828508,F
1470,no,no,74,1,unknown,0,171,59,blue-collar,married,primary,1959663,M
0,no,yes,48,2,unknown,0,117,42,housemaid,married,primary,2878439,M
1800,yes,no,53,1,unknown,0,406,35,entrepreneur,single,tertiary,628086,M
0,no,yes,370,2,unknown,0,387,45,services,married,secondary,1976281,M
3383,no,no,419,1,unknown,0,342,60,retired,married,secondary,968040,M
3383,no,no,355,1,unknown,0,120,38,management,divorced,tertiary,3753338,M
1242,no,no,280,1,unknown,0,109,53,unemployed,divorced,secondary,4847669,M
0,no,no,80,2,unknown,0,275,37,technician,single,secondary,4752430,M
3383,no,no,222,1,unknown,0,241,54,entrepreneur,married,tertiary,2731321,M
0,no,no,251,1,unknown,0,444,39,services,married,secondary,2756119,M
3383,yes,no,117,2,unknown,0,426,45,services,married,secondary,782121,M
2758,yes,no,237,3,unknown,0,378,42,admin.,single,secondary,304269,F
3304,no,no,643,2,unknown,0,183,50,management,married,secondary,2960566,M
0,no,no,148,2,unknown,0,210,47,blue-collar,married,primary,4761089,M
61,no,no,636,1,unknown,1,223,38,services,divorced,secondary,1253829,F
865,no,yes,81,1,unknown,0,246,42,blue-collar,married,secondary,2121310,M
0,yes,no,83,2,unknown,0,224,46,blue-collar,married,secondary,429487,M
3231,yes,yes,164,2,unknown,0,459,39,blue-collar,married,secondary,2337251,F
3383,no,no,103,2,unknown,0,267,56,management,married,primary,816950,F
787,yes,no,280,1,unknown,0,416,49,blue-collar,married,secondary,4083881,F
0,yes,no,22,1,unknown,0,307,39,admin.,single,secondary,3474731,M
0,no,no,118,1,unknown,0,159,61,housemaid,married,secondary,3429023,F
1227,no,no,127,3,unknown,0,134,45,blue-collar,married,primary,523497,M
226,yes,no,426,5,unknown,0,417,32,blue-collar,single,secondary,3568878,F
3107,no,no,152,1,unknown,0,155,53,services,divorced,primary,2820606,F
104,no,yes,643,1,unknown,1,447,53,housemaid,married,primary,2615367,F
1201,yes,no,57,1,unknown,0,450,36,unemployed,single,primary,2781935,M
168,yes,no,227,1,unknown,0,219,37,management,divorced,tertiary,3000820,M
1327,no,no,115,2,unknown,0,183,54,housemaid,divorced,secondary,3590073,M
3383,no,no,307,2,unknown,0,106,58,admin.,married,secondary,1898858,M
3383,yes,no,267,11,unknown,0,388,46,blue-collar,married,primary,4162081,M
414,yes,no,155,3,unknown,0,356,49,management,married,tertiary,2746680,F
3383,yes,no,245,2,unknown,0,171,41,admin.,married,secondary,957094,F
476,no,no,489,3,unknown,0,399,48,admin.,married,secondary,2415688,M
1996,no,no,643,2,unknown,1,361,47,blue-collar,married,secondary,4690394,M
1238,no,no,643,1,unknown,1,490,56,housemaid,divorced,primary,4952042,M
879,no,no,643,2,unknown,1,175,41,housemaid,married,secondary,3730625,M
196,yes,no,66,3,unknown,0,289,37,blue-collar,married,secondary,4995990,M
185,yes,yes,471,3,unknown,0,214,29,blue-collar,married,secondary,3438964,F
425,yes,no,562,15,unknown,1,269,29,self-employed,married,secondary,1506089,M
0,yes,no,107,1,unknown,0,371,48,management,married,primary,3086930,F
734,yes,no,113,3,unknown,0,211,30,entrepreneur,single,tertiary,616979,F
255,no,no,447,2,unknown,0,111,37,technician,single,secondary,3534406,F
3383,yes,no,215,1,unknown,0,227,38,admin.,married,secondary,4734273,M
71,no,no,185,1,unknown,0,253,60,blue-collar,married,secondary,790185,F
351,yes,no,169,3,unknown,0,169,37,entrepreneur,married,secondary,320814,M
0,yes,no,620,2,unknown,0,233,39,services,married,secondary,4444704,M
3383,no,no,139,3,unknown,0,121,55,management,single,tertiary,2887776,M
743,no,no,18,2,unknown,0,185,40,blue-collar,married,primary,2935054,M
0,no,no,23,2,unknown,0,491,51,unemployed,married,primary,3004887,M
18,yes,no,27,8,unknown,0,249,33,housemaid,divorced,secondary,3536052,M
660,no,no,348,1,unknown,0,303,55,blue-collar,married,secondary,2708674,M
293,yes,yes,64,2,unknown,0,313,26,technician,married,secondary,3532994,M
3383,no,no,57,2,unknown,0,217,38,self-employed,married,secondary,3680632,M
0,no,no,71,1,unknown,0,186,38,blue-collar,married,secondary,3322539,M
130,yes,no,96,2,unknown,0,355,36,blue-collar,married,primary,3908282,M
848,no,no,168,2,unknown,0,364,43,services,single,secondary,1891159,F
1070,no,no,346,3,unknown,0,338,36,blue-collar,single,secondary,4461967,M
460,no,no,99,3,unknown,0,243,48,technician,married,secondary,4934942,F
1222,yes,no,237,2,unknown,0,428,38,services,single,tertiary,910436,M
389,yes,yes,52,1,unknown,0,396,44,services,divorced,secondary,3530283,F
0,yes,no,309,2,unknown,0,116,37,blue-collar,single,primary,871497,F
0,no,no,267,2,unknown,0,287,58,blue-collar,married,secondary,4886034,F
2600,no,no,27,2,unknown,0,275,38,services,married,secondary,3915021,F
1795,yes,no,511,1,unknown,0,119,37,blue-collar,married,secondary,3566870,M
143,no,no,201,1,unknown,0,169,45,blue-collar,single,secondary,653289,M
792,no,no,170,2,unknown,0,494,46,technician,married,secondary,2268218,M
